2025-03-05 17:38:34,423 - INFO - Running hyperparameter combination 1 of 1
2025-03-05 17:38:34,423 - INFO - 0_CTCNet_finetuning_ThalReadout_2
2025-03-05 17:38:36,708 - INFO - Training...
2025-03-05 17:38:36,710 - INFO - Beginning epoch 1/50
2025-03-05 17:38:36,716 - INFO - training batch 1, loss: 0.366, 32/56000 datapoints
2025-03-05 17:38:36,828 - INFO - training batch 51, loss: 0.497, 1632/56000 datapoints
2025-03-05 17:38:36,941 - INFO - training batch 101, loss: 0.295, 3232/56000 datapoints
2025-03-05 17:38:37,031 - INFO - training batch 151, loss: 0.387, 4832/56000 datapoints
2025-03-05 17:38:37,125 - INFO - training batch 201, loss: 0.254, 6432/56000 datapoints
2025-03-05 17:38:37,228 - INFO - training batch 251, loss: 0.282, 8032/56000 datapoints
2025-03-05 17:38:37,314 - INFO - training batch 301, loss: 0.322, 9632/56000 datapoints
2025-03-05 17:38:37,401 - INFO - training batch 351, loss: 0.338, 11232/56000 datapoints
2025-03-05 17:38:37,490 - INFO - training batch 401, loss: 0.406, 12832/56000 datapoints
2025-03-05 17:38:37,575 - INFO - training batch 451, loss: 0.338, 14432/56000 datapoints
2025-03-05 17:38:37,674 - INFO - training batch 501, loss: 0.381, 16032/56000 datapoints
2025-03-05 17:38:37,766 - INFO - training batch 551, loss: 0.213, 17632/56000 datapoints
2025-03-05 17:38:37,858 - INFO - training batch 601, loss: 0.271, 19232/56000 datapoints
2025-03-05 17:38:37,952 - INFO - training batch 651, loss: 0.256, 20832/56000 datapoints
2025-03-05 17:38:38,036 - INFO - training batch 701, loss: 0.339, 22432/56000 datapoints
2025-03-05 17:38:38,125 - INFO - training batch 751, loss: 0.292, 24032/56000 datapoints
2025-03-05 17:38:38,212 - INFO - training batch 801, loss: 0.310, 25632/56000 datapoints
2025-03-05 17:38:38,299 - INFO - training batch 851, loss: 0.231, 27232/56000 datapoints
2025-03-05 17:38:38,385 - INFO - training batch 901, loss: 0.334, 28832/56000 datapoints
2025-03-05 17:38:38,483 - INFO - training batch 951, loss: 0.289, 30432/56000 datapoints
2025-03-05 17:38:38,574 - INFO - training batch 1001, loss: 0.191, 32032/56000 datapoints
2025-03-05 17:38:38,722 - INFO - training batch 1051, loss: 0.205, 33632/56000 datapoints
2025-03-05 17:38:38,843 - INFO - training batch 1101, loss: 0.276, 35232/56000 datapoints
2025-03-05 17:38:38,961 - INFO - training batch 1151, loss: 0.153, 36832/56000 datapoints
2025-03-05 17:38:39,055 - INFO - training batch 1201, loss: 0.224, 38432/56000 datapoints
2025-03-05 17:38:39,186 - INFO - training batch 1251, loss: 0.289, 40032/56000 datapoints
2025-03-05 17:38:39,317 - INFO - training batch 1301, loss: 0.249, 41632/56000 datapoints
2025-03-05 17:38:39,415 - INFO - training batch 1351, loss: 0.162, 43232/56000 datapoints
2025-03-05 17:38:39,519 - INFO - training batch 1401, loss: 0.173, 44832/56000 datapoints
2025-03-05 17:38:39,619 - INFO - training batch 1451, loss: 0.183, 46432/56000 datapoints
2025-03-05 17:38:39,849 - INFO - training batch 1501, loss: 0.345, 48032/56000 datapoints
2025-03-05 17:38:39,963 - INFO - training batch 1551, loss: 0.223, 49632/56000 datapoints
2025-03-05 17:38:40,068 - INFO - training batch 1601, loss: 0.294, 51232/56000 datapoints
2025-03-05 17:38:40,180 - INFO - training batch 1651, loss: 0.146, 52832/56000 datapoints
2025-03-05 17:38:40,290 - INFO - training batch 1701, loss: 0.190, 54432/56000 datapoints
2025-03-05 17:38:40,447 - INFO - validation batch 1, loss: 0.137, 32/13984 datapoints
2025-03-05 17:38:40,547 - INFO - validation batch 51, loss: 0.085, 1632/13984 datapoints
2025-03-05 17:38:40,610 - INFO - validation batch 101, loss: 0.265, 3232/13984 datapoints
2025-03-05 17:38:40,664 - INFO - validation batch 151, loss: 0.140, 4832/13984 datapoints
2025-03-05 17:38:40,713 - INFO - validation batch 201, loss: 0.223, 6432/13984 datapoints
2025-03-05 17:38:40,771 - INFO - validation batch 251, loss: 0.251, 8032/13984 datapoints
2025-03-05 17:38:40,823 - INFO - validation batch 301, loss: 0.368, 9632/13984 datapoints
2025-03-05 17:38:40,870 - INFO - validation batch 351, loss: 0.139, 11232/13984 datapoints
2025-03-05 17:38:40,919 - INFO - validation batch 401, loss: 0.279, 12832/13984 datapoints
2025-03-05 17:38:40,956 - INFO - Epoch 1/50 done.
2025-03-05 17:38:40,956 - INFO - Final validation performance:
Loss: 0.210, top-1 acc: 0.888top-5 acc: 0.888
2025-03-05 17:38:40,956 - INFO - Epoch 1/50 done
2025-03-05 17:38:40,957 - INFO - Beginning epoch 2/50
2025-03-05 17:38:40,959 - INFO - training batch 1, loss: 0.208, 32/56000 datapoints
2025-03-05 17:38:41,051 - INFO - training batch 51, loss: 0.324, 1632/56000 datapoints
2025-03-05 17:38:41,141 - INFO - training batch 101, loss: 0.134, 3232/56000 datapoints
2025-03-05 17:38:41,239 - INFO - training batch 151, loss: 0.251, 4832/56000 datapoints
2025-03-05 17:38:41,335 - INFO - training batch 201, loss: 0.117, 6432/56000 datapoints
2025-03-05 17:38:41,425 - INFO - training batch 251, loss: 0.176, 8032/56000 datapoints
2025-03-05 17:38:41,538 - INFO - training batch 301, loss: 0.215, 9632/56000 datapoints
2025-03-05 17:38:41,675 - INFO - training batch 351, loss: 0.224, 11232/56000 datapoints
2025-03-05 17:38:41,786 - INFO - training batch 401, loss: 0.294, 12832/56000 datapoints
2025-03-05 17:38:41,885 - INFO - training batch 451, loss: 0.281, 14432/56000 datapoints
2025-03-05 17:38:41,983 - INFO - training batch 501, loss: 0.291, 16032/56000 datapoints
2025-03-05 17:38:42,073 - INFO - training batch 551, loss: 0.156, 17632/56000 datapoints
2025-03-05 17:38:42,167 - INFO - training batch 601, loss: 0.160, 19232/56000 datapoints
2025-03-05 17:38:42,260 - INFO - training batch 651, loss: 0.138, 20832/56000 datapoints
2025-03-05 17:38:42,348 - INFO - training batch 701, loss: 0.255, 22432/56000 datapoints
2025-03-05 17:38:42,439 - INFO - training batch 751, loss: 0.200, 24032/56000 datapoints
2025-03-05 17:38:42,534 - INFO - training batch 801, loss: 0.244, 25632/56000 datapoints
2025-03-05 17:38:42,621 - INFO - training batch 851, loss: 0.153, 27232/56000 datapoints
2025-03-05 17:38:42,711 - INFO - training batch 901, loss: 0.245, 28832/56000 datapoints
